
5e81ff9d1e8c5d243309e093,air_flow/VAV_03_01 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81ff9d1e8c5d243309e216,air_flow/VAV_03_01 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81ff9d1e8c5d243309e1bf,air_flow/VAV_03_02 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81ff9d1e8c5d243309e194,air_flow/VAV_03_02 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e8201b21e8c5d24331948d4,air_flow/VAV_03_03 Flow/Flow,zone_3,state,0,1000000,0,float,
5e8201b21e8c5d2433194a4c,air_flow/VAV_03_03 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e8201b21e8c5d2433194c1f,air_flow/VAV_03_04 Flow/Flow,zone_3,state,0,1000000,0,float,
5e8201b21e8c5d2433194c24,air_flow/VAV_03_04 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81ff9d1e8c5d243309e1a2,air_flow/VAV_03_05 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81ff9e1e8c5d243309f614,air_flow/VAV_03_05 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e8201b21e8c5d2433194bef,air_flow/VAV_03_06 Flow/Flow,zone_3,state,0,1000000,0,float,
5e8201b21e8c5d24331948df,air_flow/VAV_03_06 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81fe891e8c5d24330085f6,air_flow/VAV_03_07 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81fe891e8c5d243300862e,air_flow/VAV_03_07 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81fe891e8c5d243300860a,air_flow/VAV_03_08 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81fe891e8c5d24330085ef,air_flow/VAV_03_08 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e8201b21e8c5d24331948c8,air_flow/VAV_03_09 Flow/Flow,zone_3,state,0,1000000,0,float,
5e8201b21e8c5d243319493e,air_flow/VAV_03_09 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81fe891e8c5d24330085dd,air_flow/VAV_03_10 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81fe891e8c5d2433008514,air_flow/VAV_03_10 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e8201b21e8c5d243319495e,air_flow/VAV_03_11 Flow/Flow,zone_3,state,0,1000000,0,float,
5e8201b21e8c5d24331948ac,air_flow/VAV_03_11 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e8201b21e8c5d243319491f,air_flow/VAV_03_12 Flow/Flow,zone_3,state,0,1000000,0,float,
5e8201b21e8c5d2433194a8f,air_flow/VAV_03_12 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81ff9d1e8c5d243309e0be,air_flow/VAV_03_13 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81ff9d1e8c5d243309e085,air_flow/VAV_03_13 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e8201b21e8c5d2433194b03,air_flow/VAV_03_14 Flow/Flow,zone_3,state,0,1000000,0,float,
5e8201b21e8c5d2433194b01,air_flow/VAV_03_14 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e8201b21e8c5d2433194b17,air_flow/VAV_03_15 Flow/Flow,zone_3,state,0,1000000,0,float,
5e8201b21e8c5d2433194ae9,air_flow/VAV_03_15 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81ff9d1e8c5d243309e0d1,air_flow/VAV_03_16 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81ff9d1e8c5d243309e0c5,air_flow/VAV_03_16 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81fe891e8c5d2433008562,air_flow/VAV_03_17 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81fe891e8c5d2433008635,air_flow/VAV_03_17 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e8201b21e8c5d2433194b1e,air_flow/VAV_03_18 Flow/Flow,zone_3,state,0,1000000,0,float,
5e8201b21e8c5d2433194b8b,air_flow/VAV_03_18 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81ff9d1e8c5d243309e0c9,air_flow/VAV_03_19 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81ff9d1e8c5d243309e11a,air_flow/VAV_03_19 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81ff9d1e8c5d243309e14e,air_flow/VAV_03_20 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81ff9d1e8c5d243309e139,air_flow/VAV_03_20 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81ff9d1e8c5d243309e161,air_flow/VAV_03_21 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81ff9d1e8c5d243309e113,air_flow/VAV_03_21 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81fe891e8c5d2433008572,air_flow/VAV_03_22 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81fe891e8c5d24330085f1,air_flow/VAV_03_22 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81fe891e8c5d24330085de,air_flow/VAV_03_23 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81fe891e8c5d243300865d,air_flow/VAV_03_23 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e8201b21e8c5d2433194bf6,air_flow/VAV_03_24 Flow/Flow,zone_3,state,0,1000000,0,float,
5e8201b21e8c5d2433194b5f,air_flow/VAV_03_24 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e8201b21e8c5d2433194be3,air_flow/VAV_03_25 Flow/Flow,zone_3,state,0,1000000,0,float,
5e8201b21e8c5d2433194b6f,air_flow/VAV_03_25 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
5e81fe891e8c5d24330086ab,air_flow/VAV_03_26 Flow/Flow,zone_3,state,0,1000000,0,float,
5e81fe891e8c5d2433008774,air_flow/VAV_03_26 FlowStpt/FlowStpt,zone_3,action,0,1000000,0,float,
57fe5864ca9bd0c4130cb2c2,co2_level/ReturnCO2.AC3/ReturnCO2.AC3,zone_3,state,0,3000,0,float,
57470f6cca9bd0c413027815,current_vfd/Current.Ac3R/Current.Ac3R,zone_3,state,0,20000,0,float,
5e81ff9d1e8c5d243309e1fd,damper_position/VAV_03_01 DamperPos/DamperPos,zone_3,state,0,100,0,float,
5e81ff9e1e8c5d243309f8cf,damper_position/VAV_03_02 DamperPos/DamperPos,zone_3,state,0,100,0,float,
5e8201b21e8c5d2433194a73,damper_position/VAV_03_03 DamperPos/DamperPos,zone_3,state,0,100,0,float,
5e8201b21e8c5d2433194c1e,damper_position/VAV_03_04 DamperPos/DamperPos,zone_3,state,0,100,0,float,
5e81ff9d1e8c5d243309e0fb,damper_position/VAV_03_05 DamperPos/DamperPos,zone_3,state,0,100,0,float,
5e8201b21e8c5d24331948d0,damper_position/VAV_03_06 DamperPos/DamperPos,zone_3,state,0,100,0,float,
5e81fe891e8c5d2433008668,damper_position/VAV_03_07 DamperPos/DamperPos,zone_3,state,0,100,0,float,
5e81fe891e8c5d24330085e6,damper_position/VAV_03_08 DamperPos/DamperPos,zone_3,state,0,100,0,float,
5e8201b21e8c5d2433194ac8,damper_position/VAV_03_09 DamperPos/DamperPos,zone_3,state,0,100,0,float,
5e81fe891e8c5d24330085a3,damper_position/VAV_03_10 DamperPos/DamperPos,zone_3,state,0,100,0,float,
5e8201b21e8c5d2433194931,damper_position/VAV_03_11 DamperPos/DamperPos,zone_3,state,0,100,0,float,
5e8201b21e8c5d2433194b1d,damper_position/VAV_03_12 DamperPos/DamperPos,zone_3,state,0,100,0,float,
